date,home_team,away_team,home_goals,away_goals,tournament
2025-04-27,Costa Rica,Turkey,1,0,WC Qualifier
2025-04-28,Poland,Wales,1,1,WC Qualifier
2025-04-29,Nigeria,France,3,4,Nations League
2025-04-30,Panama,Australia,4,5,Friendly
2025-05-01,Colombia,Uzbekistan,1,2,Nations League
2025-05-02,Switzerland,Spain,2,2,Continental Cup
2025-05-03,Ukraine,Morocco,1,2,Nations League
2025-05-04,Portugal,Japan,2,1,Continental Cup
2025-05-05,Ecuador,Cape Verde,2,2,WC Qualifier
2025-05-06,Portugal,Costa Rica,0,0,Continental Cup
2025-05-06,Croatia,Uzbekistan,2,2,Friendly
2025-05-07,Germany,Denmark,4,4,WC Qualifier
2025-05-08,New Zealand,Denmark,0,2,Continental Cup
2025-05-09,Poland,Ecuador,5,6,WC Qualifier
2025-05-10,Japan,Netherlands,3,2,Continental Cup
2025-05-11,Colombia,Chile,1,0,WC Qualifier
2025-05-12,Algeria,Ukraine,1,2,Continental Cup
2025-05-13,Argentina,Spain,2,2,Friendly
2025-05-14,New Zealand,Jamaica,1,1,Friendly
2025-05-15,Portugal,Morocco,5,4,Continental Cup
2025-05-15,Tunisia,Switzerland,1,2,Nations League
2025-05-16,Australia,Netherlands,2,3,WC Qualifier
2025-05-17,Japan,Spain,3,2,Friendly
2025-05-18,Peru,Spain,1,2,Friendly
2025-05-19,New Zealand,Australia,0,1,WC Qualifier
2025-05-20,Jordan,New Zealand,1,2,Continental Cup
2025-05-21,Switzerland,Costa Rica,3,1,Nations League
2025-05-22,France,Ukraine,2,3,WC Qualifier
2025-05-23,New Zealand,Egypt,3,1,Friendly
2025-05-24,New Zealand,South Korea,0,0,Friendly
2025-05-24,Jordan,Curacao,4,3,Continental Cup
2025-05-25,New Zealand,Netherlands,2,1,Continental Cup
2025-05-26,Scotland,Germany,2,1,Continental Cup
2025-05-27,Turkey,Australia,2,3,WC Qualifier
2025-05-28,Jordan,Ukraine,2,3,Continental Cup
2025-05-29,Iran,Jordan,2,1,Continental Cup
2025-05-30,Croatia,Jamaica,3,2,Continental Cup
2025-05-31,Panama,Ecuador,1,0,Nations League
2025-06-01,Japan,Belgium,1,0,Friendly
2025-06-02,Mexico,Belgium,1,1,WC Qualifier
2025-06-03,Iran,Croatia,0,1,WC Qualifier
2025-06-03,Costa Rica,Iran,1,2,WC Qualifier
2025-06-04,Algeria,Iran,1,1,Nations League
2025-06-05,Curacao,Germany,0,1,Friendly
2025-06-06,New Zealand,United States,1,2,Nations League
2025-06-07,Turkey,Scotland,1,0,WC Qualifier
2025-06-08,Morocco,Colombia,2,2,Continental Cup
2025-06-09,Iran,Serbia,2,2,WC Qualifier
2025-06-10,Colombia,Senegal,1,0,Friendly
2025-06-11,Japan,Colombia,1,2,Nations League
2025-06-12,Mexico,Poland,2,3,WC Qualifier
2025-06-12,Qatar,Panama,2,3,Continental Cup
2025-06-13,New Zealand,Saudi Arabia,1,1,Continental Cup
2025-06-14,Denmark,Cape Verde,4,1,Friendly
2025-06-15,Denmark,Costa Rica,2,0,Nations League
2025-06-16,Egypt,Colombia,5,4,Friendly
2025-06-17,Brazil,Portugal,3,0,WC Qualifier
2025-06-18,Qatar,Austria,3,0,Friendly
2025-06-19,Ecuador,Curacao,3,0,Continental Cup
2025-06-20,Netherlands,South Korea,1,0,Friendly
2025-06-21,Belgium,Ecuador,2,1,Friendly
2025-06-21,Costa Rica,Serbia,3,3,Continental Cup
2025-06-22,Spain,Jordan,2,2,WC Qualifier
2025-06-23,Spain,Saudi Arabia,0,2,Friendly
2025-06-24,Qatar,Chile,1,2,WC Qualifier
2025-06-25,Brazil,Belgium,3,2,Friendly
2025-06-26,Mexico,Canada,5,5,Friendly
2025-06-27,Costa Rica,Ecuador,0,1,Continental Cup
2025-06-28,Switzerland,South Korea,0,1,Nations League
2025-06-29,Australia,Uruguay,2,1,Continental Cup
2025-06-30,Germany,South Korea,3,0,WC Qualifier
2025-06-30,Wales,Austria,3,2,WC Qualifier
2025-07-01,Jordan,Jamaica,1,2,Continental Cup
2025-07-02,Mexico,Poland,4,1,WC Qualifier
2025-07-03,Spain,Iran,3,3,Continental Cup
2025-07-04,Scotland,South Korea,2,3,WC Qualifier
2025-07-05,Ukraine,Costa Rica,1,0,Continental Cup
2025-07-06,Brazil,Morocco,1,0,Nations League
2025-07-07,France,Canada,3,2,Friendly
2025-07-08,Qatar,Argentina,2,2,Friendly
2025-07-09,Netherlands,Croatia,4,4,Friendly
2025-07-10,Turkey,Panama,2,2,Friendly
2025-07-10,Japan,Denmark,0,0,WC Qualifier
2025-07-11,New Zealand,Brazil,0,2,Nations League
2025-07-12,Uzbekistan,Serbia,1,1,Nations League
2025-07-13,Austria,Cape Verde,1,0,WC Qualifier
2025-07-14,Argentina,Austria,2,1,Friendly
2025-07-15,Turkey,New Zealand,2,0,Friendly
2025-07-16,Poland,Jamaica,1,1,Friendly
2025-07-17,Algeria,Scotland,1,1,Friendly
2025-07-18,Poland,Scotland,0,2,WC Qualifier
2025-07-19,Curacao,Germany,0,0,WC Qualifier
2025-07-19,Costa Rica,Switzerland,2,3,Friendly
2025-07-20,Australia,Tunisia,2,1,Friendly
2025-07-21,Portugal,Egypt,1,1,WC Qualifier
2025-07-22,Denmark,Tunisia,5,4,Friendly
2025-07-23,Algeria,Saudi Arabia,3,4,WC Qualifier
2025-07-24,South Korea,Turkey,2,2,Continental Cup
2025-07-25,Netherlands,Egypt,4,1,Friendly
2025-07-26,Japan,Croatia,2,2,Friendly
2025-07-27,Ukraine,Denmark,1,3,Nations League
2025-07-28,Cape Verde,Brazil,1,4,Friendly
2025-07-28,Costa Rica,Canada,4,3,Continental Cup
2025-07-29,Portugal,Nigeria,3,3,Friendly
2025-07-30,Uzbekistan,Austria,1,1,WC Qualifier
2025-07-31,Croatia,Scotland,2,1,WC Qualifier
2025-08-01,South Korea,Iran,4,3,WC Qualifier
2025-08-02,Panama,Cape Verde,3,2,Friendly
2025-08-03,Curacao,France,1,2,WC Qualifier
2025-08-04,Curacao,Iran,0,3,Friendly
2025-08-05,United States,Switzerland,2,1,WC Qualifier
2025-08-06,New Zealand,Netherlands,3,2,Nations League
2025-08-07,Italy,Nigeria,4,3,Nations League
2025-08-07,Iran,Brazil,1,2,Friendly
2025-08-08,Mexico,Nigeria,1,2,Continental Cup
2025-08-09,United States,New Zealand,4,1,Continental Cup
2025-08-10,Netherlands,Ecuador,3,1,Nations League
2025-08-11,Tunisia,Cape Verde,2,2,Friendly
2025-08-12,Netherlands,Wales,2,1,Friendly
2025-08-13,Curacao,Nigeria,3,0,Continental Cup
2025-08-14,Panama,Brazil,1,1,WC Qualifier
2025-08-15,Qatar,Brazil,0,1,WC Qualifier
2025-08-16,Ukraine,Senegal,1,0,Continental Cup
2025-08-16,New Zealand,Qatar,3,2,WC Qualifier
2025-08-17,Poland,New Zealand,2,1,Friendly
2025-08-18,Qatar,France,1,2,Continental Cup
2025-08-19,Iran,Peru,2,2,Friendly
2025-08-20,Germany,Portugal,1,2,Nations League
2025-08-21,Wales,Poland,2,1,WC Qualifier
2025-08-22,Poland,Germany,3,2,Friendly
2025-08-23,Scotland,South Korea,3,2,Friendly
2025-08-24,Uzbekistan,Brazil,0,1,Friendly
2025-08-25,Belgium,Spain,2,1,WC Qualifier
2025-08-25,Ecuador,Denmark,0,0,Nations League
2025-08-26,Poland,United States,1,1,WC Qualifier
2025-08-27,Denmark,England,1,2,Nations League
2025-08-28,Uruguay,Spain,0,1,Continental Cup
2025-08-29,Poland,Canada,2,1,Nations League
2025-08-30,Austria,Panama,1,2,Friendly
2025-08-31,Turkey,Poland,0,0,WC Qualifier
2025-09-01,Spain,England,0,4,Friendly
2025-09-02,Senegal,Canada,3,3,WC Qualifier
2025-09-03,Switzerland,Germany,2,5,Continental Cup
2025-09-04,Morocco,Saudi Arabia,1,0,Continental Cup
2025-09-04,Japan,Spain,1,2,Nations League
2025-09-05,Spain,New Zealand,0,0,Continental Cup
2025-09-06,Portugal,Jordan,4,0,Continental Cup
2025-09-07,Uruguay,Senegal,4,5,WC Qualifier
2025-09-08,Japan,Ukraine,4,3,Friendly
2025-09-09,New Zealand,Italy,0,2,Nations League
2025-09-10,Spain,Nigeria,3,1,Continental Cup
2025-09-11,Turkey,Panama,1,2,Friendly
2025-09-12,Panama,Morocco,0,1,Continental Cup
2025-09-13,Mexico,Morocco,0,1,WC Qualifier
2025-09-13,Denmark,Spain,3,4,Friendly
2025-09-14,Jordan,Denmark,0,1,Friendly
2025-09-15,Netherlands,Iran,2,0,Friendly
2025-09-16,France,Italy,1,0,Continental Cup
2025-09-17,Uzbekistan,Canada,0,1,Continental Cup
2025-09-18,Japan,Poland,2,1,Continental Cup
2025-09-19,Chile,Tunisia,2,2,WC Qualifier
2025-09-20,Argentina,Italy,2,1,Nations League
2025-09-21,Brazil,Saudi Arabia,3,1,WC Qualifier
2025-09-22,Wales,Portugal,0,1,Friendly
2025-09-22,Switzerland,South Korea,4,3,Friendly
2025-09-23,Brazil,Saudi Arabia,6,1,Friendly
2025-09-24,Ukraine,Spain,0,0,Friendly
2025-09-25,Costa Rica,Qatar,3,4,Continental Cup
2025-09-26,Canada,England,2,1,WC Qualifier
2025-09-27,Morocco,Uruguay,1,2,Friendly
2025-09-28,United States,Ecuador,1,5,Continental Cup
2025-09-29,Austria,Argentina,1,2,Continental Cup
2025-09-30,Saudi Arabia,Croatia,4,5,WC Qualifier
2025-10-01,Iran,Argentina,0,1,Friendly
2025-10-02,Japan,Italy,6,5,WC Qualifier
2025-10-02,Australia,Switzerland,1,2,WC Qualifier
2025-10-03,Scotland,Algeria,0,2,WC Qualifier
2025-10-04,Switzerland,England,0,1,WC Qualifier
2025-10-05,Australia,Wales,2,1,WC Qualifier
2025-10-06,Switzerland,Colombia,1,2,Continental Cup
2025-10-07,Serbia,Austria,1,2,Continental Cup
2025-10-08,Saudi Arabia,Jordan,2,1,Continental Cup
2025-10-09,Australia,Cape Verde,1,1,Continental Cup
2025-10-10,Argentina,Scotland,1,0,Friendly
2025-10-11,Cape Verde,Uzbekistan,3,4,Friendly
2025-10-11,Croatia,Egypt,3,2,Continental Cup
2025-10-12,Scotland,Wales,4,3,Friendly
2025-10-13,Curacao,Denmark,2,1,WC Qualifier
2025-10-14,Curacao,Turkey,0,1,Friendly
2025-10-15,Japan,Cape Verde,3,2,Friendly
2025-10-16,Qatar,Denmark,2,1,Continental Cup
2025-10-17,Curacao,Ecuador,1,3,WC Qualifier
2025-10-18,Chile,Qatar,3,0,Continental Cup
2025-10-19,Canada,Serbia,2,3,Friendly
2025-10-20,Colombia,Curacao,4,3,Nations League
2025-10-20,France,Japan,2,1,WC Qualifier
2025-10-21,Tunisia,Chile,1,3,Friendly
2025-10-22,Italy,Canada,1,1,Continental Cup
2025-10-23,Spain,Panama,3,0,Friendly
2025-10-24,Curacao,Algeria,3,2,Friendly
2025-10-25,Denmark,Austria,3,4,WC Qualifier
2025-10-26,Argentina,Costa Rica,3,0,WC Qualifier
2025-10-27,South Korea,New Zealand,2,1,Nations League
2025-10-28,Scotland,Jordan,2,1,Friendly
2025-10-29,Germany,Saudi Arabia,2,0,Nations League
2025-10-29,Iran,Ukraine,1,2,WC Qualifier
2025-10-30,Australia,Qatar,1,2,WC Qualifier
2025-10-31,Scotland,Turkey,1,2,WC Qualifier
2025-11-01,Panama,Japan,1,0,Friendly
2025-11-02,France,Scotland,2,1,Friendly
2025-11-03,Jordan,Japan,0,1,WC Qualifier
2025-11-04,Costa Rica,Colombia,2,2,Friendly
2025-11-05,Curacao,Costa Rica,1,3,Friendly
2025-11-06,United States,Serbia,2,2,Nations League
2025-11-07,Chile,Tunisia,1,2,Friendly
2025-11-08,Austria,Algeria,3,2,WC Qualifier
2025-11-08,Serbia,Denmark,2,1,Continental Cup
2025-11-09,France,Egypt,2,1,WC Qualifier
2025-11-10,Curacao,Tunisia,2,1,WC Qualifier
2025-11-11,Algeria,Egypt,1,1,WC Qualifier
2025-11-12,Jamaica,Belgium,4,3,Friendly
2025-11-13,Ecuador,Turkey,0,0,Friendly
2025-11-14,Mexico,Japan,2,1,WC Qualifier
2025-11-15,Austria,Curacao,1,0,Friendly
2025-11-16,Australia,Peru,4,1,Friendly
2025-11-17,Nigeria,Tunisia,4,3,Continental Cup
2025-11-17,Turkey,Austria,1,1,Nations League
2025-11-18,Scotland,Morocco,0,0,Continental Cup
2025-11-19,Spain,Netherlands,1,0,Nations League
2025-11-20,Poland,Brazil,1,3,Friendly
2025-11-21,Spain,Switzerland,3,2,WC Qualifier
2025-11-22,Brazil,Croatia,1,0,Nations League
2025-11-23,Tunisia,Colombia,2,2,Friendly
2025-11-24,New Zealand,Austria,0,3,Continental Cup
2025-11-25,Peru,Qatar,3,2,WC Qualifier
2025-11-26,Ecuador,Denmark,3,4,WC Qualifier
2025-11-26,Curacao,Ecuador,0,1,WC Qualifier
2025-11-27,Austria,Wales,1,0,Continental Cup
2025-11-28,South Korea,Germany,3,3,Continental Cup
2025-11-29,Ecuador,Qatar,4,5,Friendly
2025-11-30,Nigeria,Ukraine,2,2,Friendly
2025-12-01,Egypt,Poland,2,1,WC Qualifier
2025-12-02,Italy,Canada,1,0,Friendly
2025-12-03,Ecuador,Japan,3,2,WC Qualifier
2025-12-04,Senegal,Belgium,1,1,Nations League
2025-12-05,Algeria,United States,0,1,Friendly
2025-12-06,England,Scotland,3,0,Continental Cup
2025-12-06,Japan,Senegal,3,1,Friendly
2025-12-07,Poland,Jamaica,1,0,Friendly
2025-12-08,Australia,South Korea,1,1,WC Qualifier
2025-12-09,Tunisia,Peru,0,2,Friendly
2025-12-10,Japan,Mexico,2,0,WC Qualifier
2025-12-11,Morocco,Netherlands,1,1,WC Qualifier
2025-12-12,Nigeria,Spain,2,3,Friendly
2025-12-13,Peru,Brazil,1,2,Continental Cup
2025-12-14,Belgium,Senegal,3,4,Friendly
2025-12-15,Australia,France,1,2,Friendly
2025-12-15,Cape Verde,Costa Rica,3,2,Continental Cup
2025-12-16,Belgium,Egypt,2,0,Continental Cup
2025-12-17,Qatar,Curacao,1,2,WC Qualifier
2025-12-18,Spain,Denmark,1,2,WC Qualifier
2025-12-19,Egypt,Uruguay,1,2,WC Qualifier
2025-12-20,Costa Rica,Jordan,2,3,Friendly
2025-12-21,Turkey,Nigeria,2,2,Friendly
2025-12-22,Senegal,Colombia,2,3,Nations League
2025-12-23,Turkey,Uruguay,0,1,Friendly
2025-12-24,Senegal,Ecuador,1,2,Friendly
2025-12-24,Uruguay,Jordan,4,1,Friendly
2025-12-25,Belgium,Denmark,1,1,Friendly
2025-12-26,Chile,England,0,2,Nations League
2025-12-27,Argentina,Poland,2,1,Friendly
2025-12-28,Peru,Germany,0,0,Friendly
2025-12-29,Egypt,Serbia,2,3,Friendly
2025-12-30,Denmark,Belgium,1,2,WC Qualifier
2025-12-31,Portugal,Netherlands,1,1,Nations League
2026-01-01,Costa Rica,France,0,1,WC Qualifier
2026-01-02,Austria,Belgium,0,0,Continental Cup
2026-01-03,Belgium,Australia,2,0,Continental Cup
2026-01-03,Germany,Switzerland,3,4,WC Qualifier
2026-01-04,Australia,Poland,1,1,Friendly
2026-01-05,Chile,Jordan,2,1,Friendly
2026-01-06,Australia,Poland,4,4,WC Qualifier
2026-01-07,Costa Rica,Mexico,2,2,Nations League
2026-01-08,Germany,Denmark,1,0,Friendly
2026-01-09,Panama,Uzbekistan,3,2,Continental Cup
2026-01-10,Brazil,Morocco,4,4,Nations League
2026-01-11,Saudi Arabia,Brazil,0,3,WC Qualifier
2026-01-12,Turkey,Egypt,1,1,Nations League
2026-01-12,Poland,Portugal,2,3,Friendly
2026-01-13,Saudi Arabia,New Zealand,4,3,WC Qualifier
2026-01-14,Chile,Algeria,1,1,Friendly
2026-01-15,Argentina,Netherlands,2,1,Friendly
2026-01-16,Uruguay,Switzerland,4,3,Friendly
2026-01-17,Serbia,Netherlands,2,3,Continental Cup
2026-01-18,Portugal,Panama,2,1,Friendly
2026-01-19,England,Serbia,2,1,Friendly
2026-01-20,Uruguay,Costa Rica,3,0,Continental Cup
2026-01-21,Ukraine,Panama,0,1,Continental Cup
2026-01-21,Argentina,Portugal,1,2,Nations League
2026-01-22,Belgium,United States,3,2,WC Qualifier
2026-01-23,Ukraine,Germany,5,6,Friendly
2026-01-24,Ecuador,Uruguay,1,1,Continental Cup
2026-01-25,Ukraine,Austria,1,2,Continental Cup
2026-01-26,Serbia,United States,1,2,Friendly
2026-01-27,Japan,Jamaica,2,0,Nations League
2026-01-28,Austria,France,1,3,WC Qualifier
2026-01-29,New Zealand,Cape Verde,1,0,WC Qualifier
2026-01-30,Croatia,Chile,2,1,Nations League
2026-01-31,Curacao,Chile,2,3,WC Qualifier
2026-01-31,France,Peru,1,0,Friendly
2026-02-01,England,Uzbekistan,2,1,Friendly
2026-02-02,Mexico,Panama,3,0,Continental Cup
2026-02-03,Mexico,Morocco,4,3,Continental Cup
2026-02-04,Ukraine,Senegal,3,3,Nations League
2026-02-05,Costa Rica,England,0,0,Friendly
2026-02-06,Denmark,Serbia,3,1,Continental Cup
2026-02-07,Costa Rica,Jordan,2,1,Friendly
2026-02-08,Senegal,Uruguay,1,1,WC Qualifier
2026-02-09,Uzbekistan,Portugal,0,2,WC Qualifier
2026-02-09,United States,Egypt,2,2,Friendly
2026-02-10,Poland,France,3,4,WC Qualifier
2026-02-11,Croatia,Panama,0,0,Nations League
2026-02-12,Scotland,Wales,0,4,Continental Cup
2026-02-13,Denmark,Canada,2,1,Nations League
2026-02-14,United States,Cape Verde,1,0,Friendly
2026-02-15,Croatia,Costa Rica,1,0,WC Qualifier
2026-02-16,Algeria,Mexico,4,2,Friendly
2026-02-17,Serbia,Portugal,0,0,WC Qualifier
2026-02-18,Panama,France,0,2,Friendly
2026-02-18,Poland,Jamaica,3,2,WC Qualifier
2026-02-19,Iran,Saudi Arabia,0,0,Continental Cup
2026-02-20,Panama,New Zealand,4,3,Friendly
2026-02-21,Ecuador,Jamaica,2,0,Friendly
2026-02-22,Germany,Costa Rica,2,1,Continental Cup
2026-02-23,Japan,Jordan,0,0,WC Qualifier
2026-02-24,Japan,Wales,0,1,Friendly
2026-02-25,Uruguay,Egypt,2,3,WC Qualifier
2026-02-26,Wales,Uruguay,1,2,WC Qualifier
2026-02-27,Curacao,Argentina,1,2,Nations League
2026-02-27,Jordan,France,1,2,Continental Cup
2026-02-28,Iran,Serbia,1,1,Nations League
2026-03-01,England,United States,2,0,Continental Cup
2026-03-02,Jamaica,Wales,2,3,WC Qualifier
2026-03-03,Morocco,Jordan,1,1,WC Qualifier
2026-03-04,Portugal,Croatia,1,0,Nations League
2026-03-05,Saudi Arabia,Denmark,1,2,WC Qualifier
2026-03-06,Curacao,Ecuador,0,0,Continental Cup
2026-03-07,England,Austria,2,0,Nations League
2026-03-08,Japan,Wales,3,2,Friendly
2026-03-09,Tunisia,Cape Verde,2,0,WC Qualifier
2026-03-09,United States,South Korea,0,2,Nations League
2026-03-10,Iran,Colombia,1,2,Friendly
2026-03-11,Jamaica,Uruguay,1,0,Friendly
2026-03-12,Egypt,Qatar,1,0,Nations League
2026-03-13,Italy,Cape Verde,2,0,Continental Cup
2026-03-14,Netherlands,France,3,2,Friendly
2026-03-15,Iran,Colombia,3,2,Friendly
2026-03-16,Curacao,Chile,0,1,Friendly
2026-03-17,Belgium,Portugal,2,1,Friendly
2026-03-18,Jamaica,Ukraine,1,2,Friendly
2026-03-18,Uruguay,Australia,2,1,WC Qualifier
2026-03-19,Chile,Denmark,2,1,WC Qualifier
2026-03-20,Chile,Wales,1,0,WC Qualifier
2026-03-21,Morocco,Serbia,4,3,WC Qualifier
2026-03-22,South Korea,Spain,3,4,WC Qualifier
2026-03-23,Panama,Tunisia,3,2,Friendly
2026-03-24,United States,Curacao,3,1,WC Qualifier
2026-03-25,Germany,Belgium,3,3,Friendly
2026-03-26,Qatar,Austria,3,2,Nations League
2026-03-27,New Zealand,Jordan,0,0,WC Qualifier
2026-03-27,Cape Verde,Colombia,0,2,WC Qualifier
2026-03-28,Australia,Italy,2,3,WC Qualifier
2026-03-29,Brazil,Panama,3,2,Friendly
2026-03-30,Iran,France,1,1,Friendly
2026-03-31,Ecuador,Spain,1,2,Friendly
2026-04-01,Italy,Egypt,3,1,Friendly
2026-04-02,Ecuador,Austria,3,1,Friendly
2026-04-03,Mexico,Scotland,3,1,WC Qualifier
2026-04-04,Colombia,Panama,4,4,Continental Cup
2026-04-05,Ecuador,Morocco,1,2,Friendly
2026-04-06,Argentina,Cape Verde,2,1,WC Qualifier
2026-04-06,Jamaica,South Korea,5,4,WC Qualifier
2026-04-07,Serbia,Chile,2,1,WC Qualifier
2026-04-08,Serbia,France,1,2,Continental Cup
2026-04-09,Switzerland,England,1,1,Nations League
2026-04-10,Curacao,Argentina,0,0,Nations League
2026-04-11,Spain,Jordan,2,0,WC Qualifier
2026-04-12,New Zealand,Colombia,0,1,Continental Cup
2026-04-13,France,Brazil,3,2,Friendly
2026-04-14,Saudi Arabia,Panama,1,1,WC Qualifier
2026-04-15,United States,Croatia,1,0,Nations League
2026-04-15,England,Scotland,1,0,WC Qualifier
2026-04-16,Panama,Algeria,2,2,Friendly
2026-04-17,United States,Austria,2,1,Friendly
2026-04-18,France,Poland,1,0,Continental Cup
2026-04-19,Nigeria,Spain,1,2,Friendly
2026-04-20,Tunisia,Curacao,1,2,Friendly
2026-04-21,Uruguay,Italy,3,2,Continental Cup
2026-04-22,Costa Rica,Scotland,3,4,Friendly
2026-04-23,Iran,Uruguay,1,3,Continental Cup
2026-04-24,Turkey,Uruguay,1,2,Friendly
2026-04-24,France,Wales,1,2,WC Qualifier
2026-04-25,Netherlands,Saudi Arabia,1,0,Continental Cup
2026-04-26,Cape Verde,Switzerland,1,2,Friendly
2026-04-27,Qatar,France,1,2,Friendly
2026-04-28,Jamaica,Germany,2,3,Nations League
2026-04-29,Japan,Italy,0,0,Nations League
2026-04-30,Austria,Poland,3,2,Friendly
2026-05-01,Panama,Austria,1,0,WC Qualifier
2026-05-02,Poland,Argentina,2,3,Friendly
2026-05-03,Egypt,Curacao,2,1,WC Qualifier
2026-05-04,Wales,Peru,1,1,Friendly
2026-05-04,Mexico,Jamaica,3,0,WC Qualifier
2026-05-05,Poland,Algeria,2,1,Friendly
2026-05-06,Ecuador,Switzerland,3,4,WC Qualifier
2026-05-07,Senegal,Iran,2,1,Continental Cup
2026-05-08,Jordan,Costa Rica,1,2,Friendly
2026-05-09,Chile,Ecuador,3,2,WC Qualifier
2026-05-10,Serbia,Germany,3,2,Continental Cup
2026-05-11,Germany,Senegal,0,0,Friendly
2026-05-12,Denmark,Peru,5,1,Nations League
2026-05-13,Peru,Saudi Arabia,1,2,Friendly
2026-05-13,England,Uruguay,3,2,Continental Cup
2026-05-14,Saudi Arabia,Switzerland,3,4,WC Qualifier
2026-05-15,Portugal,Switzerland,0,1,Continental Cup
2026-05-16,Japan,Argentina,1,3,WC Qualifier
2026-05-17,Wales,Belgium,0,1,Friendly
2026-05-18,Egypt,Jamaica,0,0,WC Qualifier
2026-05-19,Canada,New Zealand,0,1,Continental Cup
2026-05-20,Belgium,Algeria,2,1,Continental Cup
2026-05-21,Denmark,Japan,1,0,Friendly
2026-05-22,Brazil,Argentina,0,1,Continental Cup
2026-05-22,Portugal,Qatar,2,3,Continental Cup
2026-05-23,United States,Qatar,4,3,Continental Cup
2026-05-24,Argentina,Serbia,2,2,WC Qualifier
2026-05-25,Egypt,Austria,0,3,Friendly
2026-05-26,Tunisia,Denmark,3,2,Continental Cup
2026-05-27,England,Colombia,3,2,Continental Cup
2026-05-28,Senegal,Curacao,4,4,Continental Cup
2026-05-29,Egypt,Costa Rica,1,0,WC Qualifier
2026-05-30,Costa Rica,Nigeria,2,3,WC Qualifier
2026-05-31,Colombia,Poland,3,3,Friendly
2026-06-01,Spain,Iran,3,1,WC Qualifier
2026-06-13,Qatar,Switzerland,1,1,World Cup
2026-06-13,Brazil,Morocco,1,1,World Cup
2026-06-14,Australia,Turkey,2,0,World Cup
2026-06-14,Netherlands,Japan,2,2,World Cup
2026-06-15,Belgium,Egypt,1,1,World Cup
2026-06-15,Saudi Arabia,Uruguay,1,1,World Cup
2026-06-16,Iran,New Zealand,2,2,World Cup
2026-06-16,France,Senegal,3,1,World Cup
2026-06-17,England,Croatia,4,2,World Cup
2026-06-17,Austria,Jordan,3,1,World Cup
2026-06-17,Argentina,Algeria,3,0,World Cup
2026-06-18,Uzbekistan,Colombia,1,3,World Cup
2026-06-18,Canada,Qatar,6,0,World Cup
2026-06-19,Mexico,South Korea,1,0,World Cup
2026-06-19,United States,Australia,2,0,World Cup
2026-06-19,Scotland,Morocco,0,1,World Cup
2026-06-21,Tunisia,Japan,0,4,World Cup
2026-06-21,Spain,Saudi Arabia,4,0,World Cup
2026-06-21,Belgium,Iran,0,0,World Cup
2026-06-22,New Zealand,Egypt,1,3,World Cup
2026-06-22,Argentina,Austria,2,0,World Cup
2026-06-23,Panama,Croatia,0,1,World Cup
2026-06-23,Jordan,Algeria,1,2,World Cup
2026-06-23,Portugal,Uzbekistan,5,0,World Cup
2026-06-24,Switzerland,Canada,2,1,World Cup
2026-06-24,Scotland,Brazil,0,3,World Cup
2026-06-25,Ecuador,Germany,2,1,World Cup
2026-06-25,Tunisia,Netherlands,1,3,World Cup
2026-06-26,Turkey,United States,3,2,World Cup
2026-06-27,Colombia,Portugal,0,0,World Cup
2026-06-27,Egypt,Iran,1,1,World Cup
2026-06-27,Panama,England,0,2,World Cup
2026-06-27,Uruguay,Spain,0,1,World Cup
2026-06-27,New Zealand,Belgium,1,5,World Cup
2026-06-28,Jordan,Argentina,1,3,World Cup
2026-06-28,Algeria,Austria,3,3,World Cup
2026-06-29,Brazil,Japan,2,1,World Cup
2026-06-30,Netherlands,Morocco,3,4,World Cup
2026-07-01,Mexico,Ecuador,2,0,World Cup
2026-07-01,Belgium,Senegal,3,2,World Cup
2026-07-02,Spain,Austria,3,0,World Cup
2026-07-02,Portugal,Croatia,2,1,World Cup
2026-07-03,Australia,Egypt,3,5,World Cup
2026-07-03,Switzerland,Algeria,2,0,World Cup
2026-07-04,Canada,Morocco,0,3,World Cup
